nama_tempat,user,review,rating
unknown location,Onal Cute,"Destinasi wisata favorit di Pesisir Barat, ayo jaga kelestariannya, jaga ramah tamahnya, dan jaga budaya asli Krui-nya",5
unknown location,asep azza,Berlibur sejenak,4
unknown location,Adam Hazhari,"Cocok untuk bersantai,berenang bagi yg bisa renang,yg ga bisa jgn renang ntar anyuut",5
unknown location,Wilda Putri Selvia,"Pantainya dan sunsetnya bagus cuma agak sedikit kotor,  ombaknya bagus untuk surfing.",3
unknown location,Novi Yanti,Sudah agak rapi dr sebelumnya,1
unknown location,Bay Duwi (Kineng),"Bagus, nyaman, aman untuk bermain air,ombak, tmpatnya bersih, enak untuk bersantai.",4
unknown location,Ida Metro,Bagus...hanya lagi² sampah yang berserakan itu yg merusak mata.....,4
unknown location,Rahmad Quanta,"Emang ga salah pilih liburan ke krui, kebayar dah capeknya perjalanan",5
unknown location,Alung Susanti,"awalnya pantaunya bagus ,tapi sekarang macam tak di urus , sayang sekali padahal pantai bagus",3
unknown location,Dony Kusuma Wardhana,pantainya bagus bangeet,5
unknown location,Siswo Nugraha,"Tempatnya keren, bersih masyarakatnya pun ramah. Jadi kangen pengen kesana lagi",5
unknown location,Imam Supriadi,"Tempat ini belum tertata dengan baik. Masuk gratis, parkir gratis. Ombak cukup besar.",3
unknown location,Andre Prihardi,"pantai yang baik untuk kegiatan bahari, terutama surfing. jika berenang sebaiknya berhati-hati",3
unknown location,To Le,Pantainya bersih,3
unknown location,Ahmad Aditama,Ombak nya besar..,5
unknown location,Rivan Gilang Ramdhan,Perjalanan ku di krui Lampung,5
unknown location,Rabeck Tirangkak Journey,Lebih bagus sebelum ada bangunan beton di pantai nya,1
unknown location,Riko nprynt,Wisata nya menakjubkan,5
unknown location,Nadiia Miranty,Wisata nya sangat bagus dan indah aku suka tempat ini,4
unknown location,Mwhyu 123,"Bersih, ombang bagus untuk bermain seluncur dsna",5
unknown location,Dendi Iskandar,"Destinasi wisata unggulan kabupaten Pesisir Barat, wisata pantai dan kuliner, nyaman untuk segala usia",5
unknown location,Anang Badru,Kerui adalah salah satu kabupaten pariwisata di provinsi Lampung barat yg cukup menarik untuk di kunjungu,5
unknown location,cahya budi,View bagus.tapi kebersihan tidak terjaga.cukup sekali saja sepertinya,3
unknown location,Jayanto Ajj,Tempatnya sangat istimewa dan sangat asri nyaman cocok untuk mnghilangkan galau. Dan mehilangkan stres.,5
unknown location,Pinarax Kios,"Tempat yg indah selain bali,ombak yg indah dan banyak pemandangan bagus disini",5
unknown location,Mohammad Salah,Bagus pantainya cocok buat anak muda yang suka selfi,3
unknown location,Adneil's Project,"Saat sore hari...
Cocok buat ngabisin waktu sambil nunggu sunset..",5
unknown location,Luthfi ayu Amirah,tempat nya bagus abis tu kalo mau belajar selancaran cocok,5
unknown location,Putra PNH,Pantai yang indah,5
unknown location,Sudar Yono,Kalau sekalian ingin nyoba mantapnya ikan bakar blue marlin segar disini tempatnya,5
unknown location,Sugeng Rahman,Pantai yang indah.,5
unknown location,W A Setiawan,"Pantai ini masih alami, mari jaga sebagai warisan untuk anak cucu kita.",5
unknown location,Alvaro Kenzie,Pantai Berpasir dan ombak yg Bagus,4
unknown location,Benni Septian Wijaya,"Tempat nya keren, sngat ramai di hari lbur brada di krui pesisir barat lampung",5
unknown location,Raw Video Viral,Bagus.... sayang belum ada beach guardnya,3
unknown location,Aldion Sugeng Mulia,Luar biasa menakjubkan ..,4
unknown location,Rizal Ardiansyah,"Mari luangkan waktu, sisipkan uang, Bersama keluarga berkunjung ke pantai yang asri ini..",5
unknown location,Warung Valen,Lokasi strategis tapi tolong kebersihan nya lebih di tingkat kan lagi,5
unknown location,ujang sanip,"Butuh perhatian dari semua pihak, supaya lebih menarik minat wisatawan",3
unknown location,Leo Chandra,"Ombak, pasir, sunset, angin pantai 👍👍 …",5
unknown location,CEPOT gaming,Tempat paling sering buat nyore liat sunset + Minum es dugan,5
unknown location,Efendi,"Salah satu objek wisata di kabupaten pesisir tengah, lampung.
Tepatnya terletak di kota krui desa  kempung jawa",5
unknown location,Aris Baturaja4,Cukup bagus untuk dikunjungi,1
unknown location,Ferdinal Eduardo,Perlahan mulai mambaik.. Pantainya yg sudah lumayan bersih,4
unknown location,Elly Suryani,Pantai yang ombaknya tinggi di pesisisr barat lampung. Cocok.bagi penyuka surfing,3
unknown location,Baharudin Burdani,"oke, Krui.",5
unknown location,Elya _makeupbdl,Dsni adalah tujuan utama wisata yg sllu dikunjungi olh para pencnta lautan,5
unknown location,Kara,Bagus bgt,5
unknown location,Ahmad Habib,"Sayang kurang terawat,.. Tidak ada jajanan di malam hari..",2
unknown location,andahni rani,Pantai pesona wisata Indonesia,5
unknown location,Teuku Fahmi,Suasana pantai yang mantai banget 😎🤩 …,5
unknown location,Muhammad wahyu saputra,Perjalanan touring dari Jakarta ke pantai Krui sangat menyenangkan ..... Tak kan pernah kami lupakan,5
unknown location,Rizki Agung Permana,"Sore rame, bisa hangout bareng keluarga, banyak jual makanan",5
unknown location,Syuratman Syuratman,Tempat keren,5
unknown location,Pinhas Maryudi,Tempat yang nyaman buat melepas lelah dan saat berlibur,4
unknown location,Bambang Iswanto,pantai yg yg mantap dengan ombak besar dan bisa menyaksikan sunsert,4
unknown location,Dian Tri Saputra,"Mantap.. Pupuk nya bg..
Rekomendasi buat Petani di krui, Pesisir Barat",5
unknown location,Wendy Mahardika,Tempatnya ok utk bermain di pantai krui...,3
unknown location,Fauzan Junizar,"Pantai yg sangat indah, dan cocok sekali untuk mereka yang hobi surfing",5
unknown location,Ledo Putra,"Pantai yg alami,  pemandangan pantai yg menawan.  Syurga untuk pecinta surfing.",3
unknown location,Agil Jumarianto,Pemandangan indah laut lepas.. Nyaman dan damai,5
unknown location,Ashika Dipta,"Bagus,msih alami...",5
unknown location,Ariyen Asdi Topan,"Kebersihan pantai yang kurang, jalan gerbang masuk dan keluar tidak mulus.",2
unknown location,Home Brewer,Pasir putih bersih.. Sentra kuliner pesisir barat juga terdapat disini,5
unknown location,Antonia Dyah Ayu Ciptaningrum,Pemandangan indah saat senja😍 …,5
unknown location,Sastro Jendro,Pantai Pasir Putih nan Indah. Sayangnya Infra Struktur Kurang Memadai..,5
unknown location,Ar git,"Pemandangan yang cantik, sayangnya cukup banyak sampah",4
unknown location,Michael Mardhi,Pantai yg asyik sng ombak yg besar cocok untuk surfing,5
unknown location,Wahyu Triyono,Mantap lah tempat ny,5
unknown location,Enda Yani,Pantai indah seperti di pulau dewata,5
unknown location,Giofanny Tan,pantai yang sangat cantik dan cocok untuk dikunjungi. surga yang tersembunyi,5
unknown location,marijan 123,Masyarakat krui ramah.....itu tanda wisatawan akan betah dan sering berkunjung ke krui...,3
unknown location,Aulia Rahmat,Tempat wisata terbaik dan terfavorit di daerah krui pesisir barat,5
unknown location,Walliyuddin Ahmad,Jauh...,5
unknown location,Masdin Udin,Klo ada rejeki saya mau kesana mintak doa nya bos ku,5
unknown location,Yulia Safitri yani,"Keren, indah, luar biasa, tapi banyak yg harus lebih di rawat lagi icon"" nya... terimakasih...",5
unknown location,Julianda Fivironica,"Ini lah kampung halamanku.. pantainya indah, lautan na biru bersih.😙 …",5
unknown location,Muhammad Basith Halim,Nama Labuhan Jukung Krui nya butuh perbaikin,4
unknown location,Triwidi Hartono,"Menyenangkan tamasya ke labuhan jukung Krui, faktor utama adalah keamanan yg sangat mengesankan",5
unknown location,Malhen Bae,"Tempat parkir luas, harga harga terjangkau.. cocok untuk keluarga",5
unknown location,Maghfira Dayang Fadhila,"Tolong dong jangan buang sampah sembarangan :""( terus fasilitasnya dijaga ya :""(",5
unknown location,sri hidayati,Sangat indah tapi fasilitas kurang terawat baik dan sampah,4
unknown location,irvan sayuti,Sampahnya belum terkelola dg baik,4
unknown location,Baroh Man,Pantai Labuhan Jukung Krui tidak dikenakan biaya retribusi alias GRATIS tis tis.....,5
unknown location,Yurnanto HK Hattami,"Pemandangan yang indah dan luar biasa, pantai dengan laut yang biru menenangkan",5
unknown location,Adjie Arif,"Keren sih, sunsetnya dapet banget kalo nggak mendung",5
unknown location,Muhamad Abdulloh,Mantap pokoknya kami puas berkunjung dipantai ini,5
unknown location,VYA.O Acer,Tmpt yg sngat indh dan menarik dan cocok buat surfing,5
unknown location,Erwin Octavianto,Indah oasir alus ombak besar tapi aman utk berenang,5
unknown location,Mifta habib Maulana,Pantainya sangat bagus bersih dan indah,4
unknown location,Tortor 168,Cocok buat liat pemandangan yg bagus...,5
unknown location,Uncu Luvers,"Pemandangan pntai yg indah, nyaman n suasana sejuk",5
unknown location,jayus man,Tempat santay yg mantap,5
unknown location,arlin roy namos,Tempa wisata ternindah di kampung halaman ku,5
unknown location,Bangkok Kuswandi,Pasir nya bagua banget disini,5
unknown location,Alan Pramana,"Pantainya bersih, free masuk, dan tentunya viewnya bagus.",5
unknown location,Reza Maha,The Main Beach of Krui City,5
unknown location,napoleon leopard,Pantainya bersih warganya ramah bali ke 2 di indonesia..,5
unknown location,ketut adhi,"Viewnya bagus, cm kebersihannya perlu ditingkatkan lagi",4
unknown location,alleOgoran,Kereen baguss indah tp sayang sampah nya banyak,5
unknown location,Sadam “Sadam Gaplek” Permana,Luar biasa perjalanan yang diwarnai tikungan tajam dan bukit membentang,4
unknown location,Dewi Prastiana,"Awalnya sih cuma mau jalan2 doang, eh malah ketemu jodoh.  Wkwkwk",4
unknown location,Onoyus Ireh,Tempat yang indah untuk menikmati indahnya matahari tenggelam,5
unknown location,Alfaridev zh,Keren👍🏖😍 …,5
unknown location,Anggi irawan,"Pemandangan nya bagus, pas untuk yg suka wisata.",5
unknown location,mohferry anderil,pantai yg cantik...,3
unknown location,Ahmad Ridwan,Pesona keindahan alam dengan Pantai dan Gelombang laut yang cocok untuk surfing,5
unknown location,Elzhivago Tabaqjaya,Destinasi wisata kini dan masa depan terutama penggemar surfing,5
unknown location,Roby Pajrin,Krui ku tercinta,5
unknown location,fathur istiqlal,Pemandangan sunset yg mantep,5
unknown location,Rulyawan Ediwasito,Sepi dan cukup bersih,3
unknown location,Sultan Muhamad Syarifudin,Pantai yg indah,5
unknown location,Sabar Riyadi,Salah satu tempat terbaik melihat laut lepas di pesisir barat,5
unknown location,Eko Pratama,"Pantai nya bagus dan laut nya bersih,, mantap pokok nya",5
unknown location,Teman Bonsai Lampung,"Lokasi yang keren
Banyak tempat angkringan untuk makan dan minum",5
unknown location,Muhammad Yunus,"Pantainya cantik, tapi daratannya kurang menarik, banyak sampahnya",5
unknown location,Yoga Putra,Sangat seruu,5
unknown location,Fahmi Memet Urdexs Trans,"Semoga bisa mampir, karena mau ngebesan ke lintik",5
unknown location,RAFSANJANI TV (Reza Rafsanjani),Lokasi wisata daerah di lampung barat yang adem banyak ombak banyak bule....,4
unknown location,Agus Priyanto (IYAN),Tempat liburan yg pas untuk kalian² semua.,5
unknown location,Ridwan Ridwan,"Rapi dan lumayan bersih, bagus utk foto foto",5
unknown location,Laila Fadlia,"Mudah dicapai, gratis, perbanyak wahana permainan",5
unknown location,Ali Yurja,Sangat mempesona,4
